fixture_id,date,home_team,home_id,away_team,away_id,home_goals,away_goals,home_win,draw,away_win
1213754,2024-08-16,Le Havre,111,Paris Saint Germain,85,1,4,0,0,1
1213747,2024-08-17,Stade Brestois 29,106,Marseille,81,1,5,0,0,1
1213752,2024-08-17,Reims,93,Lille,79,0,2,0,0,1
1213751,2024-08-17,Monaco,91,Saint Etienne,1063,1,0,1,0,0
1213753,2024-08-18,Auxerre,108,Nice,84,2,1,1,0,0
1213750,2024-08-18,Angers,77,Lens,116,0,1,0,0,1
1213748,2024-08-18,Montpellier,82,Strasbourg,95,1,1,0,1,0
1213749,2024-08-18,Toulouse,96,Nantes,83,0,0,0,1,0
1213755,2024-08-18,Rennes,94,Lyon,80,3,0,1,0,0
1213756,2024-08-23,Paris Saint Germain,85,Montpellier,82,6,0,1,0,0
1213763,2024-08-24,Lyon,80,Monaco,91,0,2,0,0,1
1213760,2024-08-24,Lille,79,Angers,77,2,0,1,0,0
1213759,2024-08-24,Saint Etienne,1063,Le Havre,111,0,2,0,0,1
1213762,2024-08-25,Lens,116,Stade Brestois 29,106,2,0,1,0,0
1213758,2024-08-25,Nantes,83,Auxerre,108,2,0,1,0,0
1213761,2024-08-25,Nice,84,Toulouse,96,1,1,0,1,0
1213757,2024-08-25,Strasbourg,95,Rennes,94,3,1,1,0,0
1213764,2024-08-25,Marseille,81,Reims,93,2,2,0,1,0
1213766,2024-08-30,Lyon,80,Strasbourg,95,4,3,1,0,0
1213767,2024-08-31,Stade Brestois 29,106,Saint Etienne,1063,4,0,1,0,0
1213768,2024-08-31,Montpellier,82,Nantes,83,1,3,0,0,1
1213773,2024-08-31,Toulouse,96,Marseille,81,1,3,0,0,1
1213770,2024-09-01,Monaco,91,Lens,116,1,1,0,1,0
1213769,2024-09-01,Angers,77,Nice,84,1,4,0,0,1
1213772,2024-09-01,Reims,93,Rennes,94,2,1,1,0,0
1213771,2024-09-01,Le Havre,111,Auxerre,108,3,1,1,0,0
1213765,2024-09-01,Lille,79,Paris Saint Germain,85,1,3,0,0,1
1213780,2024-09-13,Saint Etienne,1063,Lille,79,1,0,1,0,0
1213781,2024-09-14,Marseille,81,Nice,84,2,0,1,0,0
1213774,2024-09-14,Auxerre,108,Monaco,91,0,3,0,0,1
1213782,2024-09-14,Paris Saint Germain,85,Stade Brestois 29,106,3,1,1,0,0
1213775,2024-09-15,Rennes,94,Montpellier,82,3,0,1,0,0
1213777,2024-09-15,Nantes,83,Reims,93,1,2,0,0,1
1213779,2024-09-15,Strasbourg,95,Angers,77,1,1,0,1,0
1213778,2024-09-15,Toulouse,96,Le Havre,111,2,0,1,0,0
1213776,2024-09-15,Lens,116,Lyon,80,0,0,0,1,0
1213784,2024-09-20,Nice,84,Saint Etienne,1063,8,0,1,0,0
1213789,2024-09-21,Lille,79,Strasbourg,95,3,3,0,1,0
1213790,2024-09-21,Rennes,94,Lens,116,1,1,0,1,0
1213785,2024-09-21,Reims,93,Paris Saint Germain,85,1,1,0,1,0
1213791,2024-09-22,Monaco,91,Le Havre,111,3,1,1,0,0
1213787,2024-09-22,Angers,77,Nantes,83,1,1,0,1,0
1213788,2024-09-22,Montpellier,82,Auxerre,108,3,2,1,0,0
1213786,2024-09-22,Stade Brestois 29,106,Toulouse,96,2,0,1,0,0
1213783,2024-09-22,Lyon,80,Marseille,81,2,3,0,0,1
1213794,2024-09-27,Auxerre,108,Stade Brestois 29,106,3,0,1,0,0
1213793,2024-09-27,Paris Saint Germain,85,Rennes,94,3,1,1,0,0
1213795,2024-09-28,Lens,116,Nice,84,0,0,0,1,0
1213797,2024-09-28,Le Havre,111,Lille,79,0,3,0,0,1
1213799,2024-09-28,Monaco,91,Montpellier,82,2,1,1,0,0
1213798,2024-09-29,Toulouse,96,Lyon,80,1,2,0,0,1
1213800,2024-09-29,Angers,77,Reims,93,1,3,0,0,1
