fixture_id,date,home_team,home_id,away_team,away_id,home_goals,away_goals,home_win,draw,away_win
1223975,2024-08-23,Borussia Mönchengladbach,163,Bayer Leverkusen,168,2,3,0,0,1
1223979,2024-08-24,SC Freiburg,160,VfB Stuttgart,172,3,1,1,0,0
1223982,2024-08-24,FSV Mainz 05,164,Union Berlin,182,1,1,0,1,0
1223978,2024-08-24,1899 Hoffenheim,167,Holstein Kiel,191,3,2,1,0,0
1223980,2024-08-24,FC Augsburg,170,Werder Bremen,162,2,2,0,1,0
1223976,2024-08-24,RB Leipzig,173,VfL Bochum,176,1,0,1,0,0
1223977,2024-08-24,Borussia Dortmund,165,Eintracht Frankfurt,169,2,0,1,0,0
1223981,2024-08-25,VfL Wolfsburg,161,Bayern München,157,2,3,0,0,1
1223983,2024-08-25,FC St. Pauli,186,1. FC Heidenheim,180,0,2,0,0,1
1223990,2024-08-30,Union Berlin,182,FC St. Pauli,186,1,0,1,0,0
1223989,2024-08-31,Werder Bremen,162,Borussia Dortmund,165,0,0,0,1,0
1223987,2024-08-31,Eintracht Frankfurt,169,1899 Hoffenheim,167,3,1,1,0,0
1223985,2024-08-31,VfB Stuttgart,172,FSV Mainz 05,164,3,3,0,1,0
1223991,2024-08-31,VfL Bochum,176,Borussia Mönchengladbach,163,0,2,0,0,1
1223992,2024-08-31,Holstein Kiel,191,VfL Wolfsburg,161,0,2,0,0,1
1223984,2024-08-31,Bayer Leverkusen,168,RB Leipzig,173,2,3,0,0,1
1223988,2024-09-01,1. FC Heidenheim,180,FC Augsburg,170,4,0,1,0,0
1223986,2024-09-01,Bayern München,157,SC Freiburg,160,2,0,1,0,0
1223994,2024-09-13,Borussia Dortmund,165,1. FC Heidenheim,180,4,2,1,0,0
1223996,2024-09-14,SC Freiburg,160,VfL Bochum,176,2,1,1,0,0
1223998,2024-09-14,VfL Wolfsburg,161,Eintracht Frankfurt,169,1,2,0,0,1
1224000,2024-09-14,Borussia Mönchengladbach,163,VfB Stuttgart,172,1,3,0,0,1
1223995,2024-09-14,1899 Hoffenheim,167,Bayer Leverkusen,168,1,4,0,0,1
1223993,2024-09-14,RB Leipzig,173,Union Berlin,182,0,0,0,1,0
1224001,2024-09-14,Holstein Kiel,191,Bayern München,157,1,6,0,0,1
1223997,2024-09-15,FC Augsburg,170,FC St. Pauli,186,3,1,1,0,0
1223999,2024-09-15,FSV Mainz 05,164,Werder Bremen,162,1,2,0,0,1
1224007,2024-09-20,FC Augsburg,170,FSV Mainz 05,164,2,3,0,0,1
1224006,2024-09-21,Werder Bremen,162,Bayern München,157,0,5,0,0,1
1224009,2024-09-21,VfL Bochum,176,Holstein Kiel,191,2,2,0,1,0
1224005,2024-09-21,1. FC Heidenheim,180,SC Freiburg,160,0,3,0,0,1
1224008,2024-09-21,Union Berlin,182,1899 Hoffenheim,167,2,1,1,0,0
1224004,2024-09-21,Eintracht Frankfurt,169,Borussia Mönchengladbach,163,2,0,1,0,0
1224002,2024-09-22,Bayer Leverkusen,168,VfL Wolfsburg,161,4,3,1,0,0
1224003,2024-09-22,VfB Stuttgart,172,Borussia Dortmund,165,5,1,1,0,0
1224010,2024-09-22,FC St. Pauli,186,RB Leipzig,173,0,0,0,1,0
