fixture_id,date,home_team,home_id,away_team,away_id,home_goals,away_goals,home_win,draw,away_win
1231733,2024-08-09,Sporting CP,228,Rio Ave,226,3,1,1,0,0
1231737,2024-08-10,AVS,21595,Nacional,225,1,1,0,1,0
1231732,2024-08-10,Casa Pia,4716,Boavista,222,0,1,0,0,1
1231729,2024-08-10,FC Porto,212,GIL Vicente,762,3,0,1,0,0
1231730,2024-08-11,Estoril,230,Santa Clara,227,1,4,0,0,1
1231736,2024-08-11,Farense,231,Moreirense,215,1,2,0,0,1
1231735,2024-08-11,Famalicao,242,Benfica,211,2,0,1,0,0
1231731,2024-08-11,SC Braga,217,Estrela,15130,1,1,0,1,0
1231734,2024-08-12,Arouca,240,Guimaraes,224,0,1,0,0,1
1231744,2024-08-16,Santa Clara,227,FC Porto,212,0,2,0,0,1
1231740,2024-08-16,GIL Vicente,762,AVS,21595,4,2,1,0,0
1231739,2024-08-17,Rio Ave,226,Farense,231,1,0,1,0,0
1231746,2024-08-17,Nacional,225,Sporting CP,228,1,6,0,0,1
1231743,2024-08-17,Benfica,211,Casa Pia,4716,3,0,1,0,0
1231741,2024-08-18,Moreirense,215,Arouca,240,3,1,1,0,0
1231738,2024-08-18,Guimaraes,224,Estoril,230,1,0,1,0,0
1231742,2024-08-18,Boavista,222,SC Braga,217,0,1,0,0,1
1231745,2024-08-19,Estrela,15130,Famalicao,242,0,3,0,0,1
1231749,2024-08-23,Farense,231,Sporting CP,228,0,5,0,0,1
1231750,2024-08-24,Casa Pia,4716,Santa Clara,227,0,2,0,0,1
1231751,2024-08-24,FC Porto,212,Rio Ave,226,2,0,1,0,0
1231754,2024-08-24,Benfica,211,Estrela,15130,1,0,1,0,0
1231748,2024-08-24,Famalicao,242,Boavista,222,1,0,1,0,0
1231755,2024-08-25,Arouca,240,Nacional,225,1,0,1,0,0
1231752,2024-08-25,Estoril,230,GIL Vicente,762,0,0,0,1,0
1231753,2024-08-25,SC Braga,217,Moreirense,215,3,1,1,0,0
1231747,2024-08-25,AVS,21595,Guimaraes,224,1,0,1,0,0
1231762,2024-08-30,Moreirense,215,Benfica,211,1,1,0,1,0
1231759,2024-08-31,Santa Clara,227,AVS,21595,2,1,1,0,0
1231763,2024-08-31,Boavista,222,Estoril,230,0,0,0,1,0
